ano,Mês,Região,Estado,publica,particular,Total,Taxa_Inclusao,Nivel_Atendimento,Projeção,Mês_Nome
2016,6,Norte,RO,1981,471,2452,0.58,Baixo,Não,Junho
2016,6,Norte,RR,2083,481,2564,0.64,Baixo,Não,Junho
2016,6,Norte,TO,1947,501,2448,0.61,Médio,Não,Junho
2016,6,Sudeste,ES,6266,1562,7828,0.72,Alto,Não,Junho
2016,6,Sudeste,MG,6359,1509,7868,0.71,Médio,Não,Junho
2016,6,Sudeste,RJ,6203,1527,7730,0.72,Baixo,Não,Junho
2016,6,Sudeste,SP,6261,1549,7810,0.64,Alto,Não,Junho
2016,6,Sul,PR,7482,1756,9238,0.7,Médio,Não,Junho
2016,6,Sul,RS,7365,1721,9086,0.68,Médio,Não,Junho
2016,6,Sul,SC,7490,1763,9253,0.65,Alto,Não,Junho
2016,7,Centro-Oeste,DF,5059,1173,6232,0.63,Baixo,Não,Julho
2016,7,Centro-Oeste,GO,4794,1195,5989,0.67,Médio,Não,Julho
2016,7,Centro-Oeste,MS,5001,1175,6176,0.64,Médio,Não,Julho
2016,7,Centro-Oeste,MT,4832,1212,6044,0.64,Médio,Não,Julho
2016,7,Nordeste,AL,2027,484,2511,0.61,Médio,Não,Julho
2016,7,Nordeste,BA,1897,467,2364,0.6,Baixo,Não,Julho
2016,7,Nordeste,CE,1972,492,2464,0.67,Médio,Não,Julho
2016,7,Nordeste,MA,2019,453,2472,0.6,Médio,Não,Julho
2016,7,Nordeste,PB,1939,453,2392,0.62,Alto,Não,Julho
2016,7,Nordeste,PE,1881,484,2365,0.65,Baixo,Não,Julho
2016,7,Nordeste,PI,1972,450,2422,0.64,Baixo,Não,Julho
2016,7,Nordeste,RN,2029,454,2483,0.66,Médio,Não,Julho
2016,7,Nordeste,SE,2023,479,2502,0.65,Médio,Não,Julho
2016,7,Norte,AC,1859,455,2314,0.57,Médio,Não,Julho
2016,7,Norte,AM,2028,475,2503,0.62,Baixo,Não,Julho
2016,7,Norte,AP,2002,458,2460,0.58,Médio,Não,Julho
2016,7,Norte,PA,1912,459,2371,0.56,Alto,Não,Julho
2016,7,Norte,RO,2001,465,2466,0.57,Médio,Não,Julho
2016,7,Norte,RR,1848,462,2310,0.6,Baixo,Não,Julho
2016,7,Norte,TO,2013,486,2499,0.59,Médio,Não,Julho
2016,7,Sudeste,ES,6211,1566,7777,0.7,Médio,Não,Julho
2016,7,Sudeste,MG,6024,1471,7495,0.7,Médio,Não,Julho
2016,7,Sudeste,RJ,6178,1500,7678,0.71,Alto,Não,Julho
2016,7,Sudeste,SP,6488,1455,7943,0.73,Baixo,Não,Julho
2016,7,Sul,PR,6848,1789,8637,0.63,Médio,Não,Julho
2016,7,Sul,RS,7011,1687,8698,0.68,Alto,Não,Julho
2016,7,Sul,SC,7399,1727,9126,0.7,Alto,Não,Julho
2016,8,Centro-Oeste,DF,4424,1045,5469,0.66,Médio,Não,Agosto
2016,8,Centro-Oeste,GO,4513,1135,5648,0.66,Baixo,Não,Agosto
2016,8,Centro-Oeste,MS,4487,1062,5549,0.62,Baixo,Não,Agosto
2016,8,Centro-Oeste,MT,4663,1086,5749,0.69,Médio,Não,Agosto
2016,8,Nordeste,AL,1873,458,2331,0.65,Alto,Não,Agosto
2016,8,Nordeste,BA,1725,416,2141,0.62,Médio,Não,Agosto
2016,8,Nordeste,CE,1805,448,2253,0.63,Baixo,Não,Agosto
2016,8,Nordeste,MA,1823,436,2259,0.65,Baixo,Não,Agosto
2016,8,Nordeste,PB,1743,432,2175,0.66,Médio,Não,Agosto
2016,8,Nordeste,PE,1831,450,2281,0.58,Médio,Não,Agosto
2016,8,Nordeste,PI,1718,424,2142,0.63,Baixo,Não,Agosto
2016,8,Nordeste,RN,1758,430,2188,0.6,Médio,Não,Agosto
2016,8,Nordeste,SE,1764,433,2197,0.61,Médio,Não,Agosto
2016,8,Norte,AC,1761,447,2208,0.61,Médio,Não,Agosto
2016,8,Norte,AM,1731,456,2187,0.63,Médio,Não,Agosto
2016,8,Norte,AP,1764,455,2219,0.56,Baixo,Não,Agosto
2016,8,Norte,PA,1714,416,2130,0.63,Médio,Não,Agosto
2016,8,Norte,RO,1795,438,2233,0.64,Médio,Não,Agosto
2016,8,Norte,RR,1805,456,2261,0.64,Médio,Não,Agosto
2016,8,Norte,TO,1881,434,2315,0.65,Baixo,Não,Agosto
2016,8,Sudeste,ES,5946,1354,7300,0.66,Médio,Não,Agosto
2016,8,Sudeste,MG,5705,1467,7172,0.64,Alto,Não,Agosto
2016,8,Sudeste,RJ,6116,1478,7594,0.66,Alto,Não,Agosto
2016,8,Sudeste,SP,5683,1480,7163,0.69,Baixo,Não,Agosto
2016,8,Sul,PR,6348,1656,8004,0.62,Alto,Não,Agosto
2016,8,Sul,RS,6541,1533,8074,0.62,Baixo,Não,Agosto
2016,8,Sul,SC,6350,1556,7906,0.61,Médio,Não,Agosto
2016,9,Centro-Oeste,DF,4009,971,4980,0.61,Médio,Não,Setembro
2016,9,Centro-Oeste,GO,4178,1011,5189,0.69,Médio,Não,Setembro
2016,9,Centro-Oeste,MS,4193,963,5156,0.63,Baixo,Não,Setembro
2016,9,Centro-Oeste,MT,4217,944,5161,0.61,Médio,Não,Setembro
2016,9,Nordeste,AL,1568,399,1967,0.59,Baixo,Não,Setembro
2016,9,Nordeste,BA,1565,411,1976,0.6,Médio,Não,Setembro
2016,9,Nordeste,CE,1608,375,1983,0.64,Médio,Não,Setembro
2016,9,Nordeste,MA,1587,378,1965,0.59,Médio,Não,Setembro
2016,9,Nordeste,PB,1629,390,2019,0.61,Baixo,Não,Setembro
2016,9,Nordeste,PE,1552,403,1955,0.61,Alto,Não,Setembro
2016,9,Nordeste,PI,1616,399,2015,0.62,Médio,Não,Setembro
2016,9,Nordeste,RN,1636,391,2027,0.64,Médio,Não,Setembro
2016,9,Nordeste,SE,1589,409,1998,0.63,Alto,Não,Setembro
2016,9,Norte,AC,1659,382,2041,0.64,Médio,Não,Setembro
2016,9,Norte,AM,1592,403,1995,0.55,Baixo,Não,Setembro
2016,9,Norte,AP,1559,376,1935,0.56,Médio,Não,Setembro
2016,9,Norte,PA,1606,383,1989,0.63,Baixo,Não,Setembro
2016,9,Norte,RO,1550,382,1932,0.63,Médio,Não,Setembro
2016,9,Norte,RR,1571,403,1974,0.64,Médio,Não,Setembro
2016,9,Norte,TO,1584,400,1984,0.57,Médio,Não,Setembro
2016,9,Sudeste,ES,5438,1325,6763,0.65,Alto,Não,Setembro
2016,9,Sudeste,MG,5354,1250,6604,0.65,Alto,Não,Setembro
2016,9,Sudeste,RJ,5493,1239,6732,0.68,Médio,Não,Setembro
2016,9,Sudeste,SP,5536,1341,6877,0.69,Alto,Não,Setembro
2016,9,Sul,PR,6112,1475,7587,0.64,Alto,Não,Setembro
2016,9,Sul,RS,5689,1451,7140,0.7,Alto,Não,Setembro
2016,9,Sul,SC,6066,1426,7492,0.62,Médio,Não,Setembro
2016,10,Centro-Oeste,DF,3635,849,4484,0.69,Baixo,Não,Outubro
2016,10,Centro-Oeste,GO,3526,883,4409,0.61,Baixo,Não,Outubro
2016,10,Centro-Oeste,MS,3686,838,4524,0.62,Baixo,Não,Outubro
2016,10,Centro-Oeste,MT,3604,906,4510,0.62,Baixo,Não,Outubro
2016,10,Nordeste,AL,1495,343,1838,0.66,Médio,Não,Outubro
2016,10,Nordeste,BA,1441,364,1805,0.64,Baixo,Não,Outubro
2016,10,Nordeste,CE,1499,356,1855,0.61,Baixo,Não,Outubro
2016,10,Nordeste,MA,1465,342,1807,0.64,Médio,Não,Outubro
2016,10,Nordeste,PB,1371,362,1733,0.64,Médio,Não,Outubro
2016,10,Nordeste,PE,1392,336,1728,0.6,Médio,Não,Outubro
2016,10,Nordeste,PI,1471,338,1809,0.62,Alto,Não,Outubro
2016,10,Nordeste,RN,1479,360,1839,0.6,Baixo,Não,Outubro
2016,10,Nordeste,SE,1396,336,1732,0.63,Médio,Não,Outubro
2016,10,Norte,AC,1422,360,1782,0.56,Médio,Não,Outubro
2016,10,Norte,AM,1499,347,1846,0.56,Baixo,Não,Outubro
2016,10,Norte,AP,1449,354,1803,0.62,Baixo,Não,Outubro
2016,10,Norte,PA,1409,357,1766,0.59,Alto,Não,Outubro
2016,10,Norte,RO,1422,341,1763,0.59,Baixo,Não,Outubro
2016,10,Norte,RR,1452,339,1791,0.58,Médio,Não,Outubro
2016,10,Norte,TO,1446,360,1806,0.6,Baixo,Não,Outubro
2016,10,Sudeste,ES,4563,1087,5650,0.65,Alto,Não,Outubro
2016,10,Sudeste,MG,4845,1084,5929,0.69,Alto,Não,Outubro
2016,10,Sudeste,RJ,4593,1166,5759,0.71,Alto,Não,Outubro
2016,10,Sudeste,SP,4759,1161,5920,0.65,Alto,Não,Outubro
2016,10,Sul,PR,5308,1333,6641,0.67,Médio,Não,Outubro
2016,10,Sul,RS,5061,1340,6401,0.67,Alto,Não,Outubro
2016,10,Sul,SC,5397,1275,6672,0.71,Alto,Não,Outubro
2016,11,Centro-Oeste,DF,3427,806,4233,0.6,Médio,Não,Novembro
2016,11,Centro-Oeste,GO,3188,769,3957,0.64,Médio,Não,Novembro
2016,11,Centro-Oeste,MS,3195,829,4024,0.61,Médio,Não,Novembro
2016,11,Centro-Oeste,MT,3167,756,3923,0.67,Baixo,Não,Novembro
2016,11,Nordeste,AL,1249,331,1580,0.6,Baixo,Não,Novembro
2016,11,Nordeste,BA,1353,303,1656,0.61,Baixo,Não,Novembro
2016,11,Nordeste,CE,1343,324,1667,0.64,Baixo,Não,Novembro
2016,11,Nordeste,MA,1254,324,1578,0.61,Baixo,Não,Novembro
2016,11,Nordeste,PB,1257,305,1562,0.66,Médio,Não,Novembro
2016,11,Nordeste,PE,1280,313,1593,0.6,Baixo,Não,Novembro
2016,11,Nordeste,PI,1315,303,1618,0.61,Baixo,Não,Novembro
2016,11,Nordeste,RN,1248,327,1575,0.65,Alto,Não,Novembro
2016,11,Nordeste,SE,1264,327,1591,0.64,Médio,Não,Novembro
2016,11,Norte,AC,1293,304,1597,0.62,Médio,Não,Novembro
2016,11,Norte,AM,1260,321,1581,0.62,Baixo,Não,Novembro
2016,11,Norte,AP,1303,325,1628,0.65,Médio,Não,Novembro
2016,11,Norte,PA,1306,305,1611,0.63,Baixo,Não,Novembro
2016,11,Norte,RO,1252,333,1585,0.62,Médio,Não,Novembro
2016,11,Norte,RR,1261,326,1587,0.58,Médio,Não,Novembro
2016,11,Norte,TO,1281,315,1596,0.6,Baixo,Não,Novembro
2016,11,Sudeste,ES,4224,1051,5275,0.64,Médio,Não,Novembro
2016,11,Sudeste,MG,4285,1010,5295,0.69,Alto,Não,Novembro
2016,11,Sudeste,RJ,4230,999,5229,0.71,Alto,Não,Novembro
2016,11,Sudeste,SP,4445,1076,5521,0.68,Médio,Não,Novembro
2016,11,Sul,PR,4900,1189,6089,0.63,Alto,Não,Novembro
2016,11,Sul,RS,4769,1140,5909,0.66,Alto,Não,Novembro
2016,11,Sul,SC,4757,1210,5967,0.7,Médio,Não,Novembro
2016,12,Centro-Oeste,DF,3116,785,3901,0.6,Médio,Não,Dezembro
2016,12,Centro-Oeste,GO,3115,794,3909,0.62,Médio,Não,Dezembro
2016,12,Centro-Oeste,MS,3118,759,3877,0.69,Baixo,Não,Dezembro
2016,12,Centro-Oeste,MT,3253,785,4038,0.69,Alto,Não,Dezembro
2016,12,Nordeste,AL,1280,302,1582,0.66,Médio,Não,Dezembro
2016,12,Nordeste,BA,1260,317,1577,0.59,Alto,Não,Dezembro
2016,12,Nordeste,CE,1219,311,1530,0.61,Médio,Não,Dezembro
2016,12,Nordeste,MA,1310,309,1619,0.62,Médio,Não,Dezembro
2016,12,Nordeste,PB,1239,316,1555,0.67,Médio,Não,Dezembro
2016,12,Nordeste,PE,1258,320,1578,0.66,Médio,Não,Dezembro
2016,12,Nordeste,PI,1212,315,1527,0.64,Médio,Não,Dezembro
2016,12,Nordeste,RN,1305,298,1603,0.66,Médio,Não,Dezembro
2016,12,Nordeste,SE,1294,303,1597,0.65,Médio,Não,Dezembro
2016,12,Norte,AC,1313,303,1616,0.56,Médio,Não,Dezembro
2016,12,Norte,AM,1280,299,1579,0.58,Médio,Não,Dezembro
2016,12,Norte,AP,1231,291,1522,0.56,Médio,Não,Dezembro
2016,12,Norte,PA,1254,317,1571,0.63,Médio,Não,Dezembro
2016,12,Norte,RO,1262,292,1554,0.64,Baixo,Não,Dezembro
2016,12,Norte,RR,1300,304,1604,0.61,Médio,Não,Dezembro
2016,12,Norte,TO,1316,306,1622,0.63,Baixo,Não,Dezembro
2016,12,Sudeste,ES,4155,998,5153,0.71,Alto,Não,Dezembro
2016,12,Sudeste,MG,4170,1035,5205,0.64,Alto,Não,Dezembro
2016,12,Sudeste,RJ,4149,1024,5173,0.64,Alto,Não,Dezembro
2016,12,Sudeste,SP,4005,967,4972,0.64,Baixo,Não,Dezembro
2016,12,Sul,PR,4406,1169,5575,0.65,Alto,Não,Dezembro
2016,12,Sul,RS,4682,1073,5755,0.69,Médio,Não,Dezembro
2016,12,Sul,SC,4430,1074,5504,0.69,Médio,Não,Dezembro
2017,1,Centro-Oeste,DF,3789,947,4736,0.63,Médio,Não,Janeiro
2017,1,Centro-Oeste,GO,3502,895,4397,0.64,Médio,Não,Janeiro
2017,1,Centro-Oeste,MS,3752,884,4636,0.6,Médio,Não,Janeiro
2017,1,Centro-Oeste,MT,3788,920,4708,0.69,Médio,Não,Janeiro
2017,1,Nordeste,AL,1475,376,1851,0.65,Médio,Não,Janeiro
2017,1,Nordeste,BA,1475,349,1824,0.64,Médio,Não,Janeiro
2017,1,Nordeste,CE,1493,368,1861,0.6,Baixo,Não,Janeiro
2017,1,Nordeste,MA,1481,375,1856,0.59,Alto,Não,Janeiro
2017,1,Nordeste,PB,1424,347,1771,0.64,Alto,Não,Janeiro
2017,1,Nordeste,PE,1456,349,1805,0.59,Baixo,Não,Janeiro
2017,1,Nordeste,PI,1524,346,1870,0.66,Médio,Não,Janeiro
2017,1,Nordeste,RN,1488,358,1846,0.61,Médio,Não,Janeiro
2017,1,Nordeste,SE,1392,345,1737,0.61,Médio,Não,Janeiro
2017,1,Norte,AC,1493,352,1845,0.65,Médio,Não,Janeiro
2017,1,Norte,AM,1394,376,1770,0.55,Médio,Não,Janeiro
2017,1,Norte,AP,1524,369,1893,0.59,Médio,Não,Janeiro
2017,1,Norte,PA,1393,353,1746,0.57,Baixo,Não,Janeiro
2017,1,Norte,RO,1396,366,1762,0.59,Alto,Não,Janeiro
2017,1,Norte,RR,1405,365,1770,0.56,Baixo,Não,Janeiro
2017,1,Norte,TO,1482,345,1827,0.63,Baixo,Não,Janeiro
2017,1,Sudeste,ES,4531,1193,5724,0.7,Baixo,Não,Janeiro
2017,1,Sudeste,MG,4896,1147,6043,0.66,Médio,Não,Janeiro
2017,1,Sudeste,RJ,4951,1160,6111,0.68,Baixo,Não,Janeiro
2017,1,Sudeste,SP,4652,1181,5833,0.65,Médio,Não,Janeiro
2017,1,Sul,PR,5429,1387,6816,0.71,Alto,Não,Janeiro
2017,1,Sul,RS,5409,1327,6736,0.65,Alto,Não,Janeiro
2017,1,Sul,SC,5304,1329,6633,0.68,Alto,Não,Janeiro
2017,2,Centro-Oeste,DF,4043,1035,5078,0.65,Baixo,Não,Fevereiro
2017,2,Centro-Oeste,GO,4122,994,5116,0.67,Médio,Não,Fevereiro
2017,2,Centro-Oeste,MS,3972,1019,4991,0.6,Baixo,Não,Fevereiro
2017,2,Centro-Oeste,MT,4191,1008,5199,0.6,Baixo,Não,Fevereiro
2017,2,Nordeste,AL,1577,392,1969,0.61,Médio,Não,Fevereiro
2017,2,Nordeste,BA,1621,393,2014,0.59,Baixo,Não,Fevereiro
2017,2,Nordeste,CE,1664,389,2053,0.58,Baixo,Não,Fevereiro
2017,2,Nordeste,MA,1652,411,2063,0.67,Baixo,Não,Fevereiro
2017,2,Nordeste,PB,1636,384,2020,0.64,Médio,Não,Fevereiro
2017,2,Nordeste,PE,1627,410,2037,0.64,Baixo,Não,Fevereiro
2017,2,Nordeste,PI,1553,387,1940,0.64,Baixo,Não,Fevereiro
2017,2,Nordeste,RN,1605,385,1990,0.62,Baixo,Não,Fevereiro
2017,2,Nordeste,SE,1680,406,2086,0.6,Médio,Não,Fevereiro
2017,2,Norte,AC,1560,390,1950,0.55,Médio,Não,Fevereiro
2017,2,Norte,AM,1674,382,2056,0.57,Médio,Não,Fevereiro
2017,2,Norte,AP,1551,411,1962,0.64,Médio,Não,Fevereiro
2017,2,Norte,PA,1626,407,2033,0.6,Médio,Não,Fevereiro
2017,2,Norte,RO,1679,417,2096,0.56,Baixo,Não,Fevereiro
2017,2,Norte,RR,1555,397,1952,0.61,Baixo,Não,Fevereiro
2017,2,Norte,TO,1602,415,2017,0.64,Médio,Não,Fevereiro
2017,2,Sudeste,ES,5004,1319,6323,0.72,Baixo,Não,Fevereiro
2017,2,Sudeste,MG,5412,1266,6678,0.65,Alto,Não,Fevereiro
2017,2,Sudeste,RJ,5378,1306,6684,0.7,Alto,Não,Fevereiro
2017,2,Sudeste,SP,5110,1255,6365,0.73,Médio,Não,Fevereiro
2017,2,Sul,PR,5831,1445,7276,0.69,Baixo,Não,Fevereiro
2017,2,Sul,RS,6104,1454,7558,0.65,Médio,Não,Fevereiro
2017,2,Sul,SC,5678,1431,7109,0.66,Alto,Não,Fevereiro
2017,3,Centro-Oeste,DF,4653,1071,5724,0.64,Médio,Não,Março
2017,3,Centro-Oeste,GO,4580,1123,5703,0.69,Baixo,Não,Março
2017,3,Centro-Oeste,MS,4386,1120,5506,0.61,Baixo,Não,Março
2017,3,Centro-Oeste,MT,4594,1073,5667,0.62,Alto,Não,Março
2017,3,Nordeste,AL,1739,450,2189,0.67,Baixo,Não,Março
2017,3,Nordeste,BA,1803,467,2270,0.59,Baixo,Não,Março
2017,3,Nordeste,CE,1726,427,2153,0.59,Médio,Não,Março
2017,3,Nordeste,MA,1781,431,2212,0.62,Baixo,Não,Março
2017,3,Nordeste,PB,1804,457,2261,0.66,Baixo,Não,Março
2017,3,Nordeste,PE,1736,447,2183,0.65,Médio,Não,Março
2017,3,Nordeste,PI,1772,463,2235,0.59,Baixo,Não,Março
2017,3,Nordeste,RN,1756,432,2188,0.63,Baixo,Não,Março
2017,3,Nordeste,SE,1827,441,2268,0.61,Baixo,Não,Março
2017,3,Norte,AC,1819,429,2248,0.63,Médio,Não,Março
2017,3,Norte,AM,1891,464,2355,0.65,Alto,Não,Março
2017,3,Norte,AP,1739,440,2179,0.64,Médio,Não,Março
2017,3,Norte,PA,1731,469,2200,0.62,Baixo,Não,Março
2017,3,Norte,RO,1798,425,2223,0.65,Baixo,Não,Março
2017,3,Norte,RR,1852,460,2312,0.57,Baixo,Não,Março
2017,3,Norte,TO,1819,439,2258,0.59,Baixo,Não,Março
2017,3,Sudeste,ES,5800,1423,7223,0.7,Alto,Não,Março
2017,3,Sudeste,MG,5625,1488,7113,0.66,Médio,Não,Março
2017,3,Sudeste,RJ,6132,1522,7654,0.7,Alto,Não,Março
2017,3,Sudeste,SP,5646,1443,7089,0.74,Baixo,Não,Março
2017,3,Sul,PR,6917,1577,8494,0.64,Baixo,Não,Março
2017,3,Sul,RS,6359,1600,7959,0.64,Alto,Não,Março
2017,3,Sul,SC,6416,1711,8127,0.65,Alto,Não,Março
2017,4,Centro-Oeste,DF,4870,1301,6171,0.61,Alto,Não,Abril
2017,4,Centro-Oeste,GO,4819,1258,6077,0.69,Médio,Não,Abril
2017,4,Centro-Oeste,MS,5071,1230,6301,0.64,Médio,Não,Abril
2017,4,Centro-Oeste,MT,5231,1294,6525,0.62,Baixo,Não,Abril
2017,4,Nordeste,AL,1957,517,2474,0.68,Baixo,Não,Abril
2017,4,Nordeste,BA,2006,494,2500,0.64,Médio,Não,Abril
2017,4,Nordeste,CE,2003,481,2484,0.59,Baixo,Não,Abril
2017,4,Nordeste,MA,2089,506,2595,0.61,Médio,Não,Abril
2017,4,Nordeste,PB,2038,516,2554,0.62,Médio,Não,Abril
2017,4,Nordeste,PE,2081,476,2557,0.6,Baixo,Não,Abril
2017,4,Nordeste,PI,1996,519,2515,0.67,Baixo,Não,Abril
2017,4,Nordeste,RN,2105,503,2608,0.61,Médio,Não,Abril
2017,4,Nordeste,SE,2010,475,2485,0.59,Médio,Não,Abril
2017,4,Norte,AC,2043,512,2555,0.59,Baixo,Não,Abril
2017,4,Norte,AM,1929,509,2438,0.64,Baixo,Não,Abril
2017,4,Norte,AP,1935,492,2427,0.59,Médio,Não,Abril
2017,4,Norte,PA,2106,506,2612,0.62,Médio,Não,Abril
2017,4,Norte,RO,2016,483,2499,0.59,Baixo,Não,Abril
2017,4,Norte,RR,2041,475,2516,0.64,Baixo,Não,Abril
2017,4,Norte,TO,2116,476,2592,0.65,Baixo,Não,Abril
2017,4,Sudeste,ES,6260,1625,7885,0.68,Alto,Não,Abril
2017,4,Sudeste,MG,6679,1654,8333,0.65,Alto,Não,Abril
2017,4,Sudeste,RJ,6846,1557,8403,0.73,Alto,Não,Abril
2017,4,Sudeste,SP,6800,1626,8426,0.72,Baixo,Não,Abril
2017,4,Sul,PR,7509,1810,9319,0.62,Alto,Não,Abril
2017,4,Sul,RS,7762,1830,9592,0.7,Alto,Não,Abril
2017,4,Sul,SC,7282,1798,9080,0.67,Médio,Não,Abril
2017,5,Centro-Oeste,DF,5309,1375,6684,0.64,Baixo,Não,Maio
2017,5,Centro-Oeste,GO,5445,1356,6801,0.66,Baixo,Não,Maio
2017,5,Centro-Oeste,MS,5430,1306,6736,0.61,Médio,Não,Maio
2017,5,Centro-Oeste,MT,5172,1306,6478,0.64,Médio,Não,Maio
2017,5,Nordeste,AL,2103,556,2659,0.6,Médio,Não,Maio
2017,5,Nordeste,BA,2120,524,2644,0.68,Baixo,Não,Maio
2017,5,Nordeste,CE,2097,523,2620,0.66,Baixo,Não,Maio
2017,5,Nordeste,MA,2151,522,2673,0.59,Baixo,Não,Maio
2017,5,Nordeste,PB,2242,522,2764,0.66,Baixo,Não,Maio
2017,5,Nordeste,PE,2115,558,2673,0.67,Médio,Não,Maio
2017,5,Nordeste,PI,2097,556,2653,0.6,Médio,Não,Maio
2017,5,Nordeste,RN,2172,542,2714,0.65,Baixo,Não,Maio
2017,5,Nordeste,SE,2057,537,2594,0.67,Médio,Não,Maio
2017,5,Norte,AC,2202,514,2716,0.65,Baixo,Não,Maio
2017,5,Norte,AM,2124,554,2678,0.61,Baixo,Não,Maio
2017,5,Norte,AP,2154,507,2661,0.56,Médio,Não,Maio
2017,5,Norte,PA,2211,548,2759,0.62,Baixo,Não,Maio
2017,5,Norte,RO,2222,540,2762,0.62,Médio,Não,Maio
2017,5,Norte,RR,2164,517,2681,0.57,Baixo,Não,Maio
2017,5,Norte,TO,2175,519,2694,0.57,Médio,Não,Maio
2017,5,Sudeste,ES,7148,1703,8851,0.72,Baixo,Não,Maio
2017,5,Sudeste,MG,7306,1652,8958,0.73,Alto,Não,Maio
2017,5,Sudeste,RJ,7160,1678,8838,0.71,Alto,Não,Maio
2017,5,Sudeste,SP,6729,1666,8395,0.68,Alto,Não,Maio
2017,5,Sul,PR,8246,1882,10128,0.71,Alto,Não,Maio
2017,5,Sul,RS,7788,1929,9717,0.7,Médio,Não,Maio
2017,5,Sul,SC,7641,2027,9668,0.7,Baixo,Não,Maio
2017,6,Centro-Oeste,DF,5693,1385,7078,0.68,Baixo,Não,Junho
2017,6,Centro-Oeste,GO,5641,1385,7026,0.65,Médio,Não,Junho
2017,6,Centro-Oeste,MS,5659,1429,7088,0.68,Baixo,Não,Junho
2017,6,Centro-Oeste,MT,5760,1366,7126,0.68,Médio,Não,Junho
2017,6,Nordeste,AL,2274,532,2806,0.6,Médio,Não,Junho
2017,6,Nordeste,BA,2283,537,2820,0.65,Baixo,Não,Junho
2017,6,Nordeste,CE,2115,543,2658,0.62,Médio,Não,Junho
2017,6,Nordeste,MA,2185,535,2720,0.6,Baixo,Não,Junho
2017,6,Nordeste,PB,2215,535,2750,0.64,Médio,Não,Junho
2017,6,Nordeste,PE,2213,521,2734,0.65,Médio,Não,Junho
2017,6,Nordeste,PI,2206,562,2768,0.66,Baixo,Não,Junho
2017,6,Nordeste,RN,2318,571,2889,0.67,Baixo,Não,Junho
2017,6,Nordeste,SE,2299,521,2820,0.61,Médio,Não,Junho
2017,6,Norte,AC,2244,525,2769,0.58,Médio,Não,Junho
2017,6,Norte,AM,2273,566,2839,0.61,Baixo,Não,Junho
2017,6,Norte,AP,2247,568,2815,0.6,Alto,Não,Junho
2017,6,Norte,PA,2249,525,2774,0.64,Baixo,Não,Junho
2017,6,Norte,RO,2250,548,2798,0.65,Alto,Não,Junho
2017,6,Norte,RR,2187,569,2756,0.62,Médio,Não,Junho
2017,6,Norte,TO,2237,555,2792,0.59,Baixo,Não,Junho
2017,6,Sudeste,ES,7114,1791,8905,0.71,Alto,Não,Junho
2017,6,Sudeste,MG,7253,1839,9092,0.64,Médio,Não,Junho
2017,6,Sudeste,RJ,7322,1831,9153,0.66,Alto,Não,Junho
2017,6,Sudeste,SP,7039,1732,8771,0.74,Médio,Não,Junho
2017,6,Sul,PR,8270,2040,10310,0.62,Baixo,Não,Junho
2017,6,Sul,RS,8404,1987,10391,0.68,Alto,Não,Junho
2017,6,Sul,SC,7811,2054,9865,0.65,Médio,Não,Junho
2017,7,Centro-Oeste,DF,5519,1317,6836,0.61,Médio,Não,Julho
2017,7,Centro-Oeste,GO,5306,1359,6665,0.62,Baixo,Não,Julho
2017,7,Centro-Oeste,MS,5252,1318,6570,0.63,Baixo,Não,Julho
2017,7,Centro-Oeste,MT,5434,1309,6743,0.66,Baixo,Não,Julho
2017,7,Nordeste,AL,2195,515,2710,0.68,Médio,Não,Julho
2017,7,Nordeste,BA,2254,544,2798,0.61,Baixo,Não,Julho
2017,7,Nordeste,CE,2194,549,2743,0.67,Alto,Não,Julho
2017,7,Nordeste,MA,2191,530,2721,0.67,Médio,Não,Julho
2017,7,Nordeste,PB,2114,539,2653,0.59,Baixo,Não,Julho
2017,7,Nordeste,PE,2246,519,2765,0.62,Baixo,Não,Julho
2017,7,Nordeste,PI,2120,541,2661,0.63,Médio,Não,Julho
2017,7,Nordeste,RN,2250,524,2774,0.6,Médio,Não,Julho
2017,7,Nordeste,SE,2227,531,2758,0.63,Médio,Não,Julho
2017,7,Norte,AC,2123,534,2657,0.57,Baixo,Não,Julho
2017,7,Norte,AM,2260,549,2809,0.57,Baixo,Não,Julho
2017,7,Norte,AP,2159,508,2667,0.58,Baixo,Não,Julho
2017,7,Norte,PA,2234,528,2762,0.62,Baixo,Não,Julho
2017,7,Norte,RO,2247,547,2794,0.63,Baixo,Não,Julho
2017,7,Norte,RR,2206,509,2715,0.59,Médio,Não,Julho
2017,7,Norte,TO,2231,518,2749,0.6,Baixo,Não,Julho
2017,7,Sudeste,ES,6791,1778,8569,0.67,Médio,Não,Julho
2017,7,Sudeste,MG,6820,1793,8613,0.72,Baixo,Não,Julho
2017,7,Sudeste,RJ,7048,1674,8722,0.72,Baixo,Não,Julho
2017,7,Sudeste,SP,7154,1659,8813,0.69,Médio,Não,Julho
2017,7,Sul,PR,7863,2056,9919,0.65,Médio,Não,Julho
2017,7,Sul,RS,8275,1968,10243,0.65,Alto,Não,Julho
2017,7,Sul,SC,8274,2025,10299,0.65,Médio,Não,Julho
2017,8,Centro-Oeste,DF,4926,1202,6128,0.66,Médio,Não,Agosto
2017,8,Centro-Oeste,GO,4890,1259,6149,0.61,Médio,Não,Agosto
2017,8,Centro-Oeste,MS,5174,1239,6413,0.64,Baixo,Não,Agosto
